tt0054460,Crime,Drama,Thriller,悪い奴ほどよく眠る,1960-09-15,8.1,9784,"['TomoyukiTanaka', 'producer']","['ToshirôMifune', 'actor']","['MasayukiMori', 'actor']","['KyôkoKagawa', 'actress']","['TatsuyaMihashi', 'actor']","['AkiraKurosawa', 'director']","['HideoOguni', 'writer']","['EijirôHisaita', 'writer']","['RyûzôKikushima', 'writer']","['ShinobuHashimoto', 'writer']"
tt0054599,Drama,Accattone,1961-08-31,7.8,6865,"['NinoBaragli', 'editor']","['FrancoCitti', 'actor']","['FrancaPasut', 'actress']","['SilvanaCorsini', 'actress']","['PaolaGuidi', 'actress']","['PierPaoloPasolini', 'director']","['SergioCitti', 'writer']","['AlfredoBini', 'producer']","['CinoDelDuca', 'producer']","['ToninoDelliColli', 'cinematographer']"
tt0054614,Drama,Music,AllNightLong,1962-02-06,7.0,882,"['EdwardScaife', 'cinematographer']","['PatrickMcGoohan', 'actor']","['KeithMichell', 'actor']","['BetsyBlair', 'actress']","['PaulHarris', 'actor']","['BasilDearden', 'director']","['NelKing', 'writer']","['PaulJarrico', 'writer']","['WilliamShakespeare', 'writer']","['MichaelRelph', 'producer']"
tt0054632,Drama,Romance,LAnnéedernièreàMarienbad,1961-05-25,7.8,18479,"['FrancisSeyrig', 'composer']","['DelphineSeyrig', 'actress']","['GiorgioAlbertazzi', 'actor']","['SachaPitoëff', 'actor']","['FrançoiseBertin', 'actress']","['AlainResnais', 'director']","['AlainRobbe-Grillet', 'writer']","['PierreCourau', 'producer']","['AnatoleDauman', 'producer']","['RaymondFroment', 'producer']"
tt0054652,Comedy,Romance,BachelorinParadise,1961-11-01,6.3,1242,"['JosephRuttenberg', 'cinematographer']","['BobHope', 'actor']","['LanaTurner', 'actress']","['JanisPaige', 'actress']","['JimHutton', 'actor']","['JackArnold', 'director']","['ValentineDavies', 'writer']","['HalKanter', 'writer']","['VeraCaspary', 'writer']","['HenryMancini', 'composer']"
tt0054678,Adventure,Comedy,War,TheBestofEnemies,1961-10-26,6.8,511,"['LucianoVincenzoni', 'writer']","['DavidNiven', 'actor']","['AlbertoSordi', 'actor']","['AmedeoNazzari', 'actor']","['MichaelWilding', 'actor']","['GuyHamilton', 'director']","['""SusoCecchiDAmico""', 'writer']","['AgenoreIncrocci', 'writer']","['JackPulman', 'writer']","['FurioScarpelli', 'writer']"
tt0054687,Action,Crime,Drama,"Thriller""",7.6,3461,"['AllenBaron', 'actor']","['MollyMcCarthy', 'actress']","['LarryTucker', 'actor']","['PeterClune', 'actor']","['WaldoSalt', 'writer']","['MerrillS.Brody', 'producer']","['MeyerKupferman', 'composer']","['PeggyLawson', 'editor']"
tt0054697,Crime,Drama,TheBoys,7.2,416,"['RichardTodd', 'actor']","['RobertMorley', 'actor']","['DudleySutton', 'actor']","['RonaldLacey', 'actor']","['SidneyJ.Furie', 'director']","['StuartDouglass', 'writer']","['TheShadows', 'composer']","['GeraldGibbs', 'cinematographer']","['JackSlade', 'editor']"
tt0054698,Comedy,Drama,Romance,"""BreakfastatTiffanys""",1961-10-05,7.7,154403,"['HenryMancini', 'composer']","['AudreyHepburn', 'actress']","['GeorgePeppard', 'actor']","['PatriciaNeal', 'actress']","['BuddyEbsen', 'actor']","['BlakeEdwards', 'director']","['TrumanCapote', 'writer']","['GeorgeAxelrod', 'writer']","['MartinJurow', 'producer']","['RichardShepherd', 'producer']"
tt0054701,Drama,Romance,War,BridgetotheSun,1961-10-17,7.1,683,"['WilliamJ.Kelly', 'cinematographer']","['CarrollBaker', 'actress']","['JamesShigeta', 'actor']","['JamesYagi', 'actor']","['TetsurôTanba', 'actor']","['EtiennePérier', 'director']","['CharlesKaufman', 'writer']","['GwendolenTerasaki', 'writer']","['JacquesBar', 'producer']","['GeorgesAuric', 'composer']"
tt0054734,Crime,Comedy,Lecaveserebiffe,1961-02-27,7.1,928,"['LouisPage', 'cinematographer']","['JeanGabin', 'actor']","['MartineCarol', 'actress']","['FrançoiseRosay', 'actress']","['BernardBlier', 'actor']","['GillesGrangier', 'director']","['MichelAudiard', 'writer']","['AlbertSimonin', 'writer']","['MichelLegrand', 'composer']","['FrancisLemarque', 'composer']"
tt0054743,Drama,TheChildrensHour,1961-01-01,7.8,13325,"['RobertSwink', 'editor']","['AudreyHepburn', 'actress']","['ShirleyMacLaine', 'actress']","['JamesGarner', 'actor']","['MiriamHopkins', 'actress']","['WilliamWyler', 'director']","['LillianHellman', 'writer']","['JohnMichaelHayes', 'writer']","['AlexNorth', 'composer']","['FranzPlaner', 'cinematographer']"
tt0054749,Drama,Laciociara,1960-12-23,7.8,8323,"['GáborPogány', 'cinematographer']","['SophiaLoren', 'actress']","['Jean-PaulBelmondo', 'actor']","['RafVallone', 'actor']","['EleonoraBrown', 'actress']","['VittorioDeSica', 'director']","['AlbertoMoravia', 'writer']","['CesareZavattini', 'writer']","['CarloPonti', 'producer']","['ArmandoTrovajoli', 'composer']"
tt0054758,Drama,Lecombatdanslîle,6.6,517,"['RomySchneider', 'actress']","['Jean-LouisTrintignant', 'actor']","['HenriSerre', 'actor']","['DianeLepvrier', 'actress']","['AlainCavalier', 'director']","['Jean-PaulRappeneau', 'writer']","['SergeNigg', 'composer']","['PierreLhomme', 'cinematographer']","['PierreGillette', 'editor']"
tt0054780,History,Drama,Ďáblovapast,1962-01-01,7.6,337,"['RudolfMilic', 'cinematographer']","['VítezslavVejrazka', 'actor']","['MiroslavMachácek', 'actor']","['CestmírRanda', 'actor']","['VítOlmer', 'actor']","['FrantisekVlácil', 'director']","['FrantisekA.Dvorák', 'writer']","['MilosVáclavKratochvíl', 'writer']","['AlfredTechnik', 'writer']","['ZdenekLiska', 'composer']"
