tt0054047,['Western'],TheMagnificentSeven,1960-10-22,7.4,"['YulBrynner', 'SteveMcQueen', 'CharlesBronson', 'EliWallach']",nm0836328
tt0054067,['Horror'],Lamascheradeldemonio,1960-08-11,7.2,"['JohnRichardson', 'AndreaChecchi', 'IvoGarrani', 'GeorgeHiggins']",nm0000878
tt0054068,['Comedy'],Ilmattatore,1960-01-01,7.3,"['VittorioGassman', 'MarioCarotenuto', 'AgenoreIncrocci']",nm0728271
tt0054073,"['Music', 'Drama']",মেঘেঢাকাতারা,1960-12-31,7.3,"['AnilChatterjee', 'GyaneshMukherjee', 'BijonBhattacharya', 'RitwikGhatak']",nm0315547
tt0054095,"['Drama', 'War']",TheMountainRoad,1960-06-15,7.0,"['JamesStewart', 'GlennCorbett', 'HarryMorgan', 'WilliamGoetz']",nm0542702
tt0054098,"['Drama', 'Foreign', 'Romance']",Mughal-e-Azam,1960-01-01,7.7,"['PrithvirajKapoor', 'DilipKumar', 'Aman']",nm0039339
tt0054115,"['Drama', 'Thriller', 'Crime']",NeverLetGo,1960-01-01,7.6,"['RichardTodd', 'PeterSellers', 'AdamFaith']",nm0347086
tt0054119,"['Romance', 'Drama', 'Music']",Niewinniczarodzieje,1960-12-17,7.7,"['TadeuszLomnicki', 'JerzySkolimowski']",nm0906667
tt0054130,['Drama'],Lanotte,1961-01-23,7.7,"['MarcelloMastroianni', 'BernhardWicki', 'EnnioFlaiano', 'ToninoGuerra']",nm0000774
tt0054144,['Drama'],女が階段を上る時,1960-01-15,8.1,"['TatsuyaNakadai', 'MasayukiMori', 'ToshirôMayuzumi']",nm0621540
tt0054167,"['Horror', 'Thriller']",PeepingTom,1960-04-06,7.6,"['KarlheinzBöhm', 'LeoMarks', 'OttoHeller']",nm0003836
tt0054176,"['Comedy', 'Family', 'Fantasy']",PeterPan,1960-01-01,7.3,"['CyrilRitchard', 'J.M.Barrie']",nm0232401
tt0054177,"['Drama', 'War']",Lepetitsoldat,1963-01-25,7.3,"['MichelSubor', 'Henri-JacquesHuet', 'PaulBeauvais', 'GeorgesdeBeauregard', 'RaoulCoutard']",nm0000419
tt0054189,"['Crime', 'Drama', 'Thriller']",Pleinsoleil,1960-03-10,7.3,"['AlainDelon', 'MauriceRonet', 'ErnoCrisa', 'RenéClément', 'PaulGégauff']",nm0167496
tt0054205,['Documentary'],Primary,1960-01-01,7.0,"['HubertH.Humphrey', 'JosephJulian', 'RobertF.Kennedy']",nm0237707
tt0054209,['Thriller'],PrivateProperty,1960-01-20,7.5,"['JulesMaitland', 'CoreyAllen', 'WarrenOates', 'JeromeCowan', 'RobertWark']",nm0828562
tt0054215,"['Drama', 'Horror', 'Thriller']",Psycho,1960-06-16,8.3,"['AnthonyPerkins', 'JohnGavin', 'AlfredHitchcock']",nm0000033
tt0054244,"['Drama', 'Thriller']",Suspect,1960-01-01,7.2,"['TonyBritton', 'IanBannen', 'PeterCushing']","nm0099589,nm0099592"
tt0054248,"['Crime', 'Drama', 'Thriller']",Roccoeisuoifratelli,1960-10-06,7.7,"['AlainDelon', 'RenatoSalvatori']",nm0899581
tt0054331,"['Action', 'Drama', 'History']",Spartacus,1960-10-06,7.3,"['KirkDouglas', 'LaurenceOlivier', 'CharlesLaughton', 'DaltonTrumbo', 'PeterUstinov']",nm0000040
tt0054357,"['Adventure', 'Family']",SwissFamilyRobinson,1960-12-21,7.0,"['JohnMills', 'JamesMacArthur']",nm0002175
tt0054367,['Comedy'],TallStory,1960-04-06,10.0,"['AnthonyPerkins', 'RayWalston', 'MarcConnelly', 'HowardLindsay']",nm0517597
tt0054371,"['Mystery', 'Crime', 'Thriller']",Die1000AugendesDr.Mabuse,1960-09-13,7.1,"['PetervanEyck', 'GertFröbe', 'WolfgangPreiss', 'HeinzOskarWuttig', 'ArturBrauner']",nm0000485
tt0054377,"['Fantasy', 'Drama']",LeTestamentdOrphée,1960-02-18,7.8,"['YulBrynner', 'JeanCocteau', 'CharlesAznavour']",nm0168413
tt0054387,"['Thriller', 'Adventure', 'Fantasy', 'ScienceFiction', 'Romance']",TheTimeMachine,1960-08-17,7.5,"['RodTaylor', 'AlanYoung', 'SebastianCabot', 'H.G.Wells']",nm0657162
tt0054389,"['Drama', 'Thriller', 'Crime']",Tirezsurlepianiste,1960-10-21,7.2,"['RaoulCoutard', 'CharlesAznavour', 'PierreBraunberger']",nm0000076
tt0054407,"['Crime', 'Drama', 'Thriller']",LeTrou,1960-03-18,8.2,"['GhislainCloquet', 'AndréBervil', 'JeanKeraudy', 'MichelConstantin', 'PhilippeLeroy', 'JoséGiovanni', 'JeanAurel', 'SergeSilberman']",nm0065442
tt0054412,['Drama'],TunesofGlory,1960-08-16,7.1,"['AlecGuinness', 'JohnMills', 'DennisPrice', 'ColinLesslie']",nm0623768
tt0054442,['Comedy'],Ilvigile,1960-01-01,7.8,"['AlbertoSordi', 'VittorioDeSica']",nm0952737
tt0054443,"['Horror', 'ScienceFiction']",VillageoftheDamned,1960-11-05,7.1,"['GeorgeSanders', 'MichaelGwynn', 'LaurenceNaismith']",nm0727211
tt0054452,['Drama'],Lavérité,1960-11-02,7.7,"['PaulMeurisse', 'CharlesVanel', 'SamiFrey']",nm0167241
tt0054460,"['Crime', 'Drama', 'Thriller']",悪い奴ほどよく眠る,1960-09-15,7.7,"['ToshirôMifune', 'MasayukiMori', 'TatsuyaMihashi']",nm0000041
tt0054599,['Drama'],Accattone,1961-08-31,7.8,"['FrancoCitti', 'PierPaoloPasolini', 'AlfredoBini', 'ToninoDelliColli']",nm0001596
tt0054614,"['Drama', 'Music']",AllNightLong,1962-02-06,7.0,"['PatrickMcGoohan', 'KeithMichell', 'PaulHarris', 'PaulJarrico']",nm0213136
tt0054632,"['Drama', 'Romance']",LAnnéedernièreàMarienbad,1961-05-25,7.6,"['GiorgioAlbertazzi', 'SachaPitoëff', 'AlainRobbe-Grillet']",nm0720297
tt0054652,"['Comedy', 'Romance']",BachelorinParadise,1961-11-01,7.2,"['BobHope', 'JimHutton']",nm0000791
tt0054678,"['Adventure', 'Comedy', 'War']",TheBestofEnemies,1961-10-26,7.3,"['LucianoVincenzoni', 'DavidNiven', 'AlbertoSordi', 'AmedeoNazzari', 'MichaelWilding', 'AgenoreIncrocci']",nm0357891
tt0054687,"['Action', 'Crime', 'Drama', 'Thriller']",BlastofSilence,1961-03-31,7.4,"['AllenBaron', 'PeterClune', 'WaldoSalt']",nm0056191
tt0054697,"['Crime', 'Drama']",TheBoys,1962-08-31,7.0,"['RichardTodd', 'RobertMorley', 'DudleySutton', 'RonaldLacey', 'StuartDouglass', 'TheShadows']",nm0002089
tt0054698,"['Comedy', 'Drama', 'Romance']",BreakfastatTiffanys,1961-10-05,7.6,"['GeorgePeppard', 'BuddyEbsen', 'TrumanCapote']",nm0001175
tt0054701,"['Drama', 'Romance', 'War']",BridgetotheSun,1961-10-17,7.0,"['JamesShigeta', 'JamesYagi', 'TetsurôTanba', 'EtiennePérier']",nm0702429
tt0054734,"['Crime', 'Comedy']",Lecaveserebiffe,1961-02-27,7.1,"['JeanGabin', 'BernardBlier', 'MichelAudiard', 'AlbertSimonin', 'FrancisLemarque']",nm0335093
tt0054743,['Drama'],TheChildrensHour,1961-01-01,7.5,"['JamesGarner', 'WilliamWyler']",nm0943758
tt0054749,['Drama'],Laciociara,1960-12-23,7.6,"['Jean-PaulBelmondo', 'RafVallone', 'VittorioDeSica', 'AlbertoMoravia']",nm0001120
tt0054758,['Drama'],Lecombatdanslîle,1962-08-16,7.5,"['Jean-LouisTrintignant', 'HenriSerre']",nm0146760
tt0054780,"['History', 'Drama']",Ďáblovapast,1962-01-01,7.4,"['RudolfMilic', 'VítezslavVejrazka', 'MiroslavMachácek', 'CestmírRanda', 'VítOlmer', 'FrantisekVlácil', 'FrantisekA.Dvorák', 'MilosVáclavKratochvíl']",nm0900712
tt0054790,"['ScienceFiction', 'Drama']",TheDaytheEarthCaughtFire,1961-11-01,7.3,"['EdwardJudd', 'LeoMcKern', 'MichaelGoodliffe', 'WolfMankowitz']",nm0346436
tt0054803,['Drama'],Девятьднейодногогода,1961-12-25,7.8,"['AlekseyBatalov', 'InnokentiySmoktunovskiy', 'NikolaiPlotnikov']",nm0739677
tt0054821,"['Drama', 'Action', 'Thriller', 'Crime']",LeDoulos,1963-01-18,7.4,"['Jean-PaulBelmondo', 'SergeReggiani', 'JeanDesailly', 'RenéLefèvre', 'Jean-PierreMelville', 'GeorgesdeBeauregard']",nm0578483
tt0054845,"['Romance', 'Drama']",Eiennohito,1961-09-16,8.0,"['KeijiSada', 'TatsuyaNakadai', 'ChûjiKinoshita']",nm0455839
tt0054953,"['Action', 'Adventure', 'Drama', 'War']",TheGunsofNavarone,1961-04-27,7.3,"['DavidNiven', 'GregoryPeck', 'AnthonyQuinn', 'AnthonyQuayle']",nm0496746
tt0054965,"['Family', 'Comedy']",Harryogkammertjeneren,1961-09-07,8.0,"['OsvaldHelmuth', 'EbbeRode', 'GunnarLauring', 'HenningMoritzen', 'BentChristensen', 'LeifPanduro']",nm0159726
tt0054997,['Drama'],TheHustler,1961-09-25,7.6,"['PaulNewman', 'JackieGleason', 'GeorgeC.Scott']",nm0744035
tt0055018,['Horror'],TheInnocents,1961-12-25,7.5,"['PeterWyngarde', 'MichaelRedgrave', 'JohnMortimer', 'TrumanCapote']",nm0002338
tt0055031,"['Drama', 'History']",JudgmentatNuremberg,1961-12-01,7.6,"['SpencerTracy', 'BurtLancaster', 'RichardWidmark', 'MontgomeryClift']",nm0006452
tt0055032,"['Drama', 'Romance']",JulesetJim,1962-01-23,7.6,"['OskarWerner', 'HenriSerre', 'JeanGruault', 'RaoulCoutard']",nm0000076
tt0055038,"['', 'Kaasua']",KomisarioPalmu,1961-08-30,7.7,"['EskoNevalainen', 'JoelRinne', 'MattiRanin', 'LeoJokela', 'MattiKassila', 'KaarloNuorvala', 'MaunoMäkelä', 'OsmoLindeman']",nm0440869
tt0055047,['Drama'],KingofKings,1961-10-11,7.2,"['JeffreyHunter', 'HurdHatfield', 'RonRandell', 'NicholasRay', 'PhilipYordan', 'RayBradbury']",nm0712947
tt0055052,['Drama'],小早川家の秋,1961-10-29,7.9,"['ToshirôMayuzumi', 'GanjirôNakamura', 'SanezumiFujimoto']",nm0654868
tt0055069,['Comedy'],TheLadiesMan,1961-06-21,7.0,"['JerryLewis', 'BillRichmond', 'MelBrooks']",nm0001471
tt0055093,"['Drama', 'Romance']",Lola,1961-03-03,7.3,"['MarcMichel', 'JacquesHarden', 'AlanScott', 'GeorgesdeBeauregard', 'RaoulCoutard']",nm0218840
tt0055153,"['Drama', 'Horror']",MatkaJoannaodaniolów,1961-02-09,7.2,"['MieczyslawVoit', 'JaroslawIwaszkiewicz', 'TadeuszKonwicki']",nm0442819
tt0055205,"['Drama', 'Crime', 'Mystery', 'Comedy']",MurderSheSaid,1961-01-01,7.0,"['ArthurKennedy', 'JamesRobertsonJustice']",nm0689659
tt0055232,"['Adventure', 'Family', 'Nikki']",WildDogoftheNorth,1961-07-12,7.0,"['JeanCoutu', 'ÉmileGenest', 'UrielLuft', 'RobertRivard', 'RalphWright']","nm0183307,nm0354793"
tt0055233,"['War', 'Drama', 'History']",人間の條件\u3000完結篇,1961-01-28,8.4,"['ChûjiKinoshita', 'TatsuyaNakadai', 'YûsukeKawazu']",nm0462030
tt0055253,"['Action', 'Comedy', 'ScienceFiction', 'War', 'Foreign']",OntheDouble,1961-05-19,7.5,"['DannyKaye', 'WilfridHyde-White']",nm0789520
tt0055256,"['Comedy', 'Family', 'One', 'Two']",Three,1961-12-15,7.6,"['JamesCagney', 'HorstBuchholz', 'FerencMolnár']",nm0000697
tt0055310,"['Comedy', 'Drama']",Plácido,1961-10-20,7.5,"['Cassen', 'JoséLuisLópezVázquez', 'ManuelAlexandre', 'LuisGarcíaBerlanga', 'RafaelAzcona']",nm0305557
tt0055312,"['Comedy', 'Drama']",PocketfulofMiracles,1961-12-18,7.3,"['JimmyCannon', 'GlennFord', 'ArthurOConnell', 'DamonRunyon']",nm0001008
tt0055353,"['Romance', 'Drama']",ARaisinintheSun,1961-05-28,7.1,"['SidneyPoitier', 'DanielPetrie', 'PhilipRose', 'DavidSusskind']",nm0677951
tt0055370,"['Drama', 'Romance']",ReturntoPeytonPlace,1961-05-05,7.2,"['JeffChandler', 'JoséFerrer']",nm0001207
tt0055382,"['Drama', 'Romance']",TheRomanSpringofMrs.Stone,1961-12-28,7.4,"['WarrenBeatty', 'JoséQuintero', 'TennesseeWilliams', 'GavinLambert']",nm0704224
tt0055400,"['Crime', 'Comedy']",Самогонщики,1962-01-08,7.6,"['EvgeniyMorgunov', 'GeorgiyVitsin', 'YuriyNikulin', 'LeonidGaidai']",nm0301145
tt0055468,[''],Совершенносерьезно,1961-10-17,7.0,"['EmilBraginskiy', 'AnatoliyPapanov', 'SergeyFilippov', 'SerafimAnikeyev', 'AleksandrBelyavskiy', 'LeonidGaidai', 'EldarRyazanov']","nm0301145,nm0752922,nm0783705,nm0870750,nm0256592"
tt0055471,"['Drama', 'Romance']",SplendorintheGrass,1961-10-10,7.1,"['WarrenBeatty', 'PatHingle', 'WilliamInge']",nm0001415
tt0055490,"['Drama', 'Romance']",SusanSlade,1961-11-08,7.0,"['TroyDonahue', 'LloydNolan', 'DelmerDaves']",nm0202681
tt0055499,['Drama'],Såsomienspegel,1961-10-16,7.6,"['GunnarBjörnstrand', 'MaxvonSydow', 'LarsPassgård', 'IngmarBergman', 'SvenNykvist']",nm0000005
tt0055508,"['Comedy', 'Drama', 'Fantasy']",তিনকন্যা,1961-05-05,7.9,['AnilChatterjee'],nm0006249
tt0055551,"['Drama', 'Mystery']",妻は告白する,1961-10-29,7.0,"['HiroshiKawaguchi', 'EitarôOzawa']",nm0557945
tt0055572,"['Comedy', 'Drama', 'Romance']",UneFemmeestunefemme,1961-09-06,7.5,"['RaoulCoutard', 'Jean-ClaudeBrialy', 'Jean-PaulBelmondo', 'HenriAttal', 'GeorgesdeBeauregard']",nm0000419
tt0055597,['Drama'],Victim,1961-08-01,7.0,"['OttoHeller', 'DirkBogarde', 'DennisPrice', 'AnthonyNicholls']",nm0213136
tt0055601,['Drama'],Viridiana,1961-05-17,7.6,"['FranciscoRabal', 'FernandoRey', 'JoséCalvo', 'LuisBuñuel', 'JulioAlejandro']",nm0000320
tt0055602,['Drama'],Unavitadifficile,1961-12-19,8.6,"['AlbertoSordi', 'FrancoFabrizi']",nm0728271
tt0055614,"['Crime', 'Drama', 'Music']",WestSideStory,1961-10-18,7.0,"['GeorgeChakiris', 'RichardBeymer', 'RussTamblyn']","nm0730385,nm0936404"
tt0055630,"['Drama', 'Thriller']",用心棒,1961-04-25,8.0,"['ToshirôMifune', 'EijirôTôno', 'TatsuyaNakadai']",nm0000041
tt0055635,['Comedy'],Zadvumyazaytsami,1961-12-21,7.1,"['OlegBorisov', 'NikolayYakovchenko', 'AnnaKushnirenko', 'VadimIlyenko']",nm0412094
tt0055644,[''],¡CubaSí!,1961-12-31,8.5,['PierreBraunberger'],nm0003408
tt0055724,['Drama'],অভিযান,1962-09-27,8.0,"['SoumitraChatterjee', 'GyaneshMukherjee']",nm0006249
tt0055728,['Drama'],Advise&Consent,1962-06-06,7.5,"['FranchotTone', 'LewAyres', 'HenryFonda', 'WalterPidgeon', 'OttoPreminger']",nm0695937
tt0055758,"['Romance', 'Drama', 'History']",Azaranyember,1962-12-13,7.8,"['AndrásCsorba', 'ErnöSzabó']",nm0314973
tt0055796,"['Drama', 'Action']",BillyBudd,1962-11-12,7.8,"['RobertRyan', 'PeterUstinov', 'MelvynDouglas', 'PaulRogers']",nm0001811
tt0055798,['Drama'],BirdmanofAlcatraz,1962-07-03,7.0,"['BurtLancaster', 'KarlMalden', 'NevilleBrand']","nm0001239,nm0187769"
tt0055821,['Drama'],OsCafajestes,1962-03-24,7.0,"['TonyRabatoni', 'PerAabel', 'HugoCarvana', 'RuyGuerra', 'MiguelTorres', 'JeceValadão', 'LuizBonfá']",nm0346087
tt0055824,"['Drama', 'Thriller']",CapeFear,1962-04-12,7.2,"['GregoryPeck', 'RobertMitchum']",nm0496746
tt0055850,"['History', 'Drama', 'Action']",忠臣蔵花の巻・雪の巻,1962-11-03,7.1,"['YûzôKayama', 'ChûshaIchikawa', 'TatsuyaMihashi', 'AkiraTakarada', 'HiroshiInagaki', 'SanezumiFujimoto']",nm0408348
tt0055852,"['Comedy', 'Drama']",Cléodecinqàsept,1962-04-11,7.7,"['AntoineBourseiller', 'GeorgesdeBeauregard']",nm0889513
tt0055875,"['Crime', 'Comedy']",CrooksAnonymous,1962-03-31,7.4,"['LesliePhillips', 'StanleyBaxter', 'WilfridHyde-White', 'JackDavies']",nm0002175
tt0055895,"['Drama', 'Romance']",DaysofWineandRoses,1962-12-26,7.5,"['JackLemmon', 'CharlesBickford', 'JackKlugman', 'PhilipH.Lathrop']",nm0001175
tt0055910,['Drama'],CybèleoulesdimanchesdevilledAvray,1962-11-12,7.3,"['HardyKrüger', 'DanielIvernel', 'AntoineTudal']",nm0099984
tt0055913,['Comedy'],Divorzioallitaliana,1961-12-20,7.9,"['MarcelloMastroianni', 'LeopoldoTrieste', 'PietroGermi', 'AgenoreIncrocci']",nm0314584
tt0055936,['Comedy'],IDueColonnelli,1962-08-31,7.4,"['Totò', 'WalterPidgeon', 'NinoTaranto']",nm0826642
tt0056017,['Drama'],Gigot,1962-11-01,8.5,"['JackieGleason', 'JeanLefebvre', 'GeneKelly']",nm0000037
tt0056049,['Drama'],裸の島,1960-11-23,7.6,"['TaijiTonoyama', 'ShinjiTanaka', 'MasanoriHorimoto', 'HikaruHayashi']",nm0793881
tt0056058,"['Action', 'Drama', 'History']",切腹,1962-09-15,8.2,"['TatsuyaNakadai', 'AkiraIshihama', 'TetsurôTanba']",nm0462030
tt0056060,['Animation'],No.12:HeavenandEarthMagic,1962-01-01,7.4,[''],nm0808421
tt0056111,"['Drama', 'War']",Ива́новоде́тство,1962-05-05,7.7,"['NikolayBurlyaev', 'ValentinZubkov', 'EvgeniyZharikov', 'StepanKrylov', 'EduardAbalov']","nm0001789,nm0007672"
tt0056119,"['Romance', 'ScienceFiction']",LaJetée,1962-02-16,7.9,"['JacquesBranchu', 'ÉtienneBecker', 'JeanNégroni', 'DavosHanich']",nm0003408
tt0056134,['Drama'],কাঞ্চনজঙ্ঘা,1962-05-11,7.5,"['ChhabiBiswas', 'PahadiSanyal', 'AnilChatterjee']",nm0006249
tt0056141,"['Drama', 'Romance']",AKindofLoving,1962-04-12,7.9,"['AlanBates', 'BertPalmer', 'JohnSchlesinger']",nm0772259
tt0056162,['Drama'],Lad:ADog,1962-06-02,8.0,"['PeterBreck', 'CarrollOConnor', 'AramAvakian']","nm0042719,nm0554169"
tt0056171,"['Comedy', 'Drama']",Ro.Go.Pa.G.,1963-02-19,7.4,"['BruceBalaban', 'Jean-MarcBory', 'UgoGregoretti', 'PierPaoloPasolini', 'AlfredoBini']","nm0000419,nm0339683,nm0001596,nm0744023"
tt0056172,"['Adventure', 'Drama', 'History', 'War']",LawrenceofArabia,1962-12-10,7.8,"['PeterOToole', 'AlecGuinness', 'AnthonyQuinn', 'JackHawkins', 'RobertBolt']",nm0000180
tt0056193,"['Drama', 'Romance']",Lolita,1962-06-13,7.3,"['JamesMason', 'GaryCockrell', 'VladimirNabokov']",nm0000040
tt0056194,['Drama'],TheLonelinessoftheLongDistanceRunner,1962-09-20,7.5,"['MichaelRedgrave', 'TomCourtenay', 'AlecMcCowen']",nm0724798
tt0056195,"['Drama', 'Western']",LonelyAretheBrave,1962-05-24,7.5,"['PhilipH.Lathrop', 'KirkDouglas', 'WalterMatthau', 'MichaelKane', 'DaltonTrumbo']",nm0588183
tt0056197,"['Action', 'Drama', 'History', 'War']",TheLongestDay,1962-09-25,7.3,"['JohnWayne', 'RobertRyan', 'RichardBurton', 'HenryFonda', 'BernhardWicki']","nm0002175,nm0554249,nm0926919,nm0652631,nm0953123"
tt0056215,['Drama'],MammaRoma,1962-08-31,7.5,"['PaoloVolponi', 'EttoreGarofolo', 'FrancoCitti', 'PierPaoloPasolini', 'AlfredoBini', 'ToninoDelliColli']",nm0001596
tt0056217,['Western'],TheManWhoShotLibertyValance,1962-04-22,7.4,"['JamesStewart', 'JohnWayne', 'LeeMarvin', 'JamesWarnerBellah']",nm0000406
tt0056218,"['Mystery', 'Thriller']",TheManchurianCandidate,1962-10-24,7.7,"['FerrisWebster', 'FrankSinatra', 'LaurenceHarvey', 'RichardCondon']",nm0001239
tt0056223,['Drama'],Ilmare,1962-03-08,8.0,"['RuggeroMastroianni', 'UmbertoOrsini', 'DinoMele', 'RenatoScala']",nm0665993
tt0056241,['Drama'],TheMiracleWorker,1962-05-22,7.5,['VictorJory'],nm0671957
tt0056291,['Drama'],Nózwwodzie,1962-03-09,7.1,"['LeonNiemczyk', 'ZygmuntMalanowicz', 'RomanPolanski', 'JakubGoldberg', 'JerzySkolimowski']",nm0000591
tt0056300,['Drama'],Larivièreduhibou,1962-05-01,8.5,"['RogerJacquet', 'AnkerLarsen', 'StéphaneFey', 'PauldeRoubaix']",nm0257992
tt0056302,['Drama'],LŒilduMalin,1962-05-02,7.2,"['JacquesCharrier', 'WaltherReyer', 'ClaudeChabrol', 'PaulGégauff', 'GeorgesdeBeauregard', 'PierreJansen']",nm0001031
tt0056322,['Drama'],OPagadordePromessas,1962-04-17,7.2,"['LeonardoVillar', 'DionísioAzevedo', 'GeraldoDelRey', 'AnselmoDuarte']",nm0239063
tt0056371,"['Romance', 'Drama']",Primadellarivoluzione,1964-05-13,7.1,"['FrancescoBarilli', 'AllenMidgette', 'MorandoMorandini', 'GianniAmico', 'RobertoPerpignani']",nm0000934
tt0056389,[''],LequattrogiornatediNapoli,1962-01-01,7.5,"['RaffaeleBarbato', 'CharlesBelmont', 'NanniLoy', 'CarloBernari']",nm0523439
tt0056412,"['Action', 'Western']",RidetheHighCountry,1962-06-20,7.1,"['JoelMcCrea', 'RandolphScott', 'RonStarr']",nm0001603
tt0056443,"['Drama', 'Action', 'Comedy']",椿三十郎,1962-01-01,7.8,"['ToshirôMifune', 'TatsuyaNakadai', 'KeijuKobayashi', 'YûnosukeItô']",nm0000041
tt0056444,['Drama'],秋刀魚の味,1962-11-18,7.9,"['ChishûRyû', 'KeijiSada']",nm0654868
tt0056468,"['History', 'Drama']",IsequestratidiAltona,1962-10-30,9.0,"['MaximilianSchell', 'FredricMarch', 'RobertWagner', 'VittorioDeSica', 'Jean-PaulSartre']",nm0001120
tt0056512,"['Drama', 'Comedy']",Ilsorpasso,1962-12-04,8.1,"['VittorioGassman', 'Jean-LouisTrintignant', 'ClaudioGora']",nm0728271
tt0056537,['Drama'],সুবর্ণরেখা,1965-10-13,7.7,"['BijonBhattacharya', 'AbhiBhattacharya', 'RitwikGhatak', 'UmanathBhattacharya']",nm0315547
tt0056579,"['Action', 'Comedy', 'ScienceFiction']",TheThreeStoogesMeetHercules,1962-02-15,7.0,"['LarryFine', 'MoeHoward', 'JoeDeRita']",nm0076618
tt0056592,"['Crime', 'Drama']",ToKillaMockingbird,1962-12-25,7.9,"['GregoryPeck', 'JohnMegna', 'FrankOverton', 'RobertMulligan', 'HortonFoote']",nm0612322
tt0056604,['Comedy'],TotòDiabolicus,1963-01-01,7.5,"['Totò', 'RaimondoVianello', 'LuigiPavese']",nm0826642
